Date,TEST_SAIL.NS,TEST_SJVN.NS,TEST_SPARC.NS,TEST_SPICEJET.NS,TEST_SUNTV.NS,TEST_TATACOMM.NS,TEST_TATAPOWER.NS,TEST_THOMASCOOK.NS,TEST_VGUARD.NS,TEST_VOLTAS.NS,TRAIN_ACC.NS,TRAIN_ADANIENT.NS,TRAIN_ADANIGREEN.NS,TRAIN_ADANIPORTS.NS,TRAIN_ADANIPOWER.NS,TRAIN_AMBUJACEM.NS,TRAIN_APOLLOHOSP.NS,TRAIN_ASHOKLEY.NS,TRAIN_ASIANPAINT.NS,TRAIN_AUBANK.NS,TRAIN_AUROPHARMA.NS,TRAIN_AXISBANK.NS,TRAIN_BAJAJFINSV.NS,TRAIN_BAJAJHLDNG.NS,TRAIN_BANDHANBNK.NS,TRAIN_BANKBARODA.NS,TRAIN_BEL.NS,TRAIN_BHARATFORG.NS,TRAIN_BHARTIARTL.NS,TRAIN_BHEL.NS,TRAIN_BOSCHLTD.NS,TRAIN_BPCL.NS,TRAIN_BRITANNIA.NS,TRAIN_BSE.NS,TRAIN_CANBK.NS,TRAIN_CEATLTD.NS,TRAIN_CESC.NS,TRAIN_CHOLAFIN.NS,TRAIN_CIPLA.NS,TRAIN_COALINDIA.NS,TRAIN_COLPAL.NS,TRAIN_CROMPTON.NS,TRAIN_DABUR.NS,TRAIN_DEEPAKNTR.NS,TRAIN_DIVISLAB.NS,TRAIN_DLF.NS,TRAIN_DRREDDY.NS,TRAIN_EICHERMOT.NS,TRAIN_ETERNAL.NS,TRAIN_EXIDEIND.NS,TRAIN_FEDERALBNK.NS,TRAIN_GAIL.NS,TRAIN_GODREJCP.NS,TRAIN_GRASIM.NS,TRAIN_GSPL.NS,TRAIN_HAL.NS,TRAIN_HAVELLS.NS,TRAIN_HCLTECH.NS,TRAIN_HDFCAMC.NS,TRAIN_HDFCBANK.NS,TRAIN_HDFCLIFE.NS,TRAIN_HEROMOTOCO.NS,TRAIN_HINDALCO.NS,TRAIN_HINDUNILVR.NS,TRAIN_ICICIBANK.NS,TRAIN_ICICIGI.NS,TRAIN_ICICIPRULI.NS,TRAIN_IDBI.NS,TRAIN_IFCI.NS,TRAIN_INDHOTEL.NS,TRAIN_INDIACEM.NS,TRAIN_INDIGO.NS,TRAIN_INDUSINDBK.NS,TRAIN_INFY.NS,TRAIN_IOB.NS,TRAIN_IOC.NS,TRAIN_IRCON.NS,TRAIN_IRFC.NS,TRAIN_ITC.NS,TRAIN_ITDC.NS,TRAIN_JINDALSTEL.NS,TRAIN_JKCEMENT.NS,TRAIN_JSWSTEEL.NS,TRAIN_KOTAKBANK.NS,TRAIN_LICI.NS,TRAIN_LTIM.NS,TRAIN_LT.NS,TRAIN_LUPIN.NS,TRAIN_M&M.NS,TRAIN_MARICO.NS,TRAIN_MARUTI.NS,TRAIN_MFSL.NS,TRAIN_MOTHERSON.NS,TRAIN_MRF.NS,TRAIN_MUTHOOTFIN.NS,TRAIN_NESTLEIND.NS,TRAIN_NMDC.NS,TRAIN_NTPC.NS,TRAIN_ONGC.NS,TRAIN_PIDILITIND.NS,TRAIN_PNB.NS,TRAIN_POWERGRID.NS,TRAIN_RELIANCE.NS,TRAIN_RVNL.NS,TRAIN_SBICARD.NS,TRAIN_SBILIFE.NS,TRAIN_SBIN.NS,TRAIN_SHREECEM.NS,TRAIN_SIEMENS.NS,TRAIN_SRF.NS,TRAIN_SUNPHARMA.NS,TRAIN_TATACONSUM.NS,TRAIN_TATAMOTORS.NS,TRAIN_TATASTEEL.NS,TRAIN_TCS.NS,TRAIN_TECHM.NS,TRAIN_TITAN.NS,TRAIN_TRENT.NS,TRAIN_TVSMOTOR.NS,TRAIN_UBL.NS,TRAIN_ULTRACEMCO.NS,TRAIN_UPL.NS,TRAIN_VEDL.NS,TRAIN_WIPRO.NS,TRAIN_ZEEL.NS,VAL_JMFINANCIL.NS,VAL_JYOTHYLAB.NS,VAL_KAJARIACER.NS,VAL_KANSAINER.NS,VAL_KARURVYSYA.NS,VAL_KEC.NS,VAL_NHPC.NS,VAL_NLCINDIA.NS,VAL_OIL.NS,VAL_PFC.NS,VAL_PFIZER.NS,VAL_POLYCAB.NS,VAL_RADICO.NS,VAL_RAJESHEXPO.NS,VAL_RBLBANK.NS
2022-11-10,80.59352908326346,34.34386619296453,245.8091139525029,39.29999923706055,518.3529996603854,1267.3287140197942,224.49467831926395,73.0484129663443,251.00608436916548,813.3741862769871,2365.880194785825,3984.46388442712,2172.846677087029,878.4087279639047,74.38454917097332,550.621357141869,4253.74383521407,68.35820137331996,2956.0955121256893,625.1194008479993,471.4673128369294,840.7022705491793,1695.9249169120362,6589.574800968827,216.6233168500316,151.00046727839097,102.87102345025912,860.7970453275352,809.943560740743,75.14387551441682,15987.587910593613,132.30481519200538,3957.798157880397,187.7268498314797,55.433565948686656,1678.6244341591237,64.40521530668877,717.3536954506305,1093.193122405116,192.62316642878693,1494.5471828426898,346.48383041428355,535.5841798544361,2060.0432620178103,3228.9807188591017,383.2253084207864,892.5487893811265,3577.3461096536685,64.06492155007992,173.33685726008704,135.20626933621725,78.87637307277208,791.5612837088192,1674.4917077530508,223.58055125252423,1167.5741898319288,1206.1535080801896,935.8274038917276,1959.506419614804,733.1038962463473,522.7904512024265,2438.065895746189,407.5811468624353,2377.3855721853065,888.0179015384739,1109.3817263141966,486.9719949291154,46.823320491058304,12.122200459317536,335.4002051842653,240.93987191972352,1705.5612734837284,1104.1084054461492,1377.2254775757474,20.875411342802348,60.26520186372103,44.87621822129966,22.71583557606928,320.88724212538256,332.42245139364144,470.8500355076026,2735.0764572490225,690.0898810135576,1904.7751024327645,603.7951687333094,4660.392975870335,1920.528388954173,709.4102575932797,1263.8961672293235,483.48993627208296,8825.065836788106,679.1814245141348,46.16277064504626,86992.46500007536,1054.9582262314532,979.7027581621464,32.76492184733924,155.6812668045957,114.0423119996661,1305.8937839416308,41.71459667404909,137.58328317122144,1173.274722187446,47.44029685958354,797.7779307635269,1229.7747671020286,572.3921856002531,22099.465016349917,1692.2530218513575,2315.6658680387177,982.35739886098,750.3632124034573,405.3509976705498,97.01837338077668,2932.7169287984207,929.9570861079382,2613.7753364737687,1465.525400334698,1090.6195206104985,1626.42671740484,6694.074912341563,737.1231317256351,201.11018694678145,185.95115177600064,254.50483002101865,67.38737822372315,189.7169799016552,996.7975903945028,285.49500740902363,76.72522563815195,403.8301257275975,39.78421139642852,76.00913644729387,113.69340299133796,80.23375011457209,4170.30616111964,2664.3939870807976,1001.2655219930032,735.8457173238158,135.87376094446176
2022-11-11,81.72389987726092,34.43921280636668,245.1695485291194,39.087812544269006,509.1074830180556,1268.4726022766347,224.81201520169472,74.2428520306367,261.2653807108171,815.445558231568,2366.398360329056,3999.5557003788063,2190.3379238091,879.194890879047,72.24293873062422,550.6356202337431,4386.299873572388,68.97406522917005,2963.751368072465,620.9807740573713,482.2841797899611,846.9031767815371,1713.128026347117,6499.210241805106,220.5026880370995,147.79705542181077,103.32096765764076,866.1285058526632,810.3725338239808,73.98381044047952,15957.894142221025,133.62943166325584,3926.330567238211,186.5234557176952,55.05035020086077,1677.315918323868,64.56688691555276,722.7347367245635,1093.2664059691683,192.1608276773663,1484.9482853165086,346.7490862476605,535.2456086986394,2096.13501021053,3217.0228403396045,391.976151695875,889.8981935481162,3405.3858273341857,72.80000306710996,168.28449289442523,132.45072939814386,79.37849664585437,791.2237992470308,1679.7969974264497,222.46629338218912,1189.1420965994705,1214.5993654920703,968.94289461193,1974.5120643285168,774.057509634077,536.536088000977,2400.783447774443,422.592687279324,2365.7100240281243,883.2947172120217,1107.5810549225814,485.9903235631916,45.37234157462931,11.843339233973,312.66453207538007,243.54032455835437,1759.0890673132158,1116.574097617111,1438.4448302933945,20.64927562547057,60.33678482387106,46.48025895149984,22.784716814851425,320.9673703840553,336.51686706729294,494.0636147706858,2785.520648668011,707.008002007088,1893.27710001074,610.9905543632854,4842.629126597913,1951.290529557528,735.9656373632606,1254.0981275433355,479.1937848291444,8823.09375186919,687.8395792100764,46.61792509933615,85748.07033066812,1025.9757160009665,986.1414714113664,33.01169097299456,155.24063113637757,114.41310213128747,1307.207513172205,42.32075313052051,137.17625430153603,1199.234339591413,49.49153494828074,802.7614753180212,1240.4666050979138,567.6842361219411,22538.890629783207,1689.7071536782369,2363.098285610111,985.3902188524968,754.0610963512689,416.0097351957098,99.55156436687984,3031.246263234899,963.159157390778,2622.21984314612,1415.6486546575495,1090.8788871671245,1651.280868205593,6711.829668816713,747.8516847288813,204.2941742376519,190.9344329146413,258.12074277690743,67.77883018253094,184.20062896821003,1000.48223898193,287.87393194588947,80.16455132816976,403.90405967220266,40.92292944964618,76.12160493555635,114.90604951383644,82.5409781861794,4129.313935083134,2657.193068416656,993.0467347262584,777.5499879579359,140.14173892132376
2022-11-14,82.74715965828682,33.78542536949811,244.5109264434981,38.91224957948895,464.5343240423246,1273.741844162953,223.02546774062577,74.77824417899508,257.9222154571128,810.223536101212,2408.603911173243,4014.7046790794407,2175.393030548455,879.9817573984562,72.06128403632826,572.4726429378944,4522.986650401554,71.22589201407833,2963.910019013816,632.8289525982806,480.9894680213024,847.9763214301312,1713.8779881460262,6455.408790596846,220.3304600654749,149.58582946162093,102.77461628656472,840.1180058421978,806.1672158534662,71.01618360345954,15994.910369849444,133.23591952973294,3928.411392407488,192.3309707900259,54.93693299515444,1675.7974743602874,65.17550859511678,715.7641691232147,1100.206295980268,187.7620142050085,1475.694490766967,354.284227544257,534.9072515716208,2121.6656707800084,3218.1249674614724,398.2642874489736,856.0969536718479,3399.2450499113947,69.72507254015359,176.43657305241572,133.29575446520877,78.7869465759064,815.3988736955666,1717.6666781008917,231.8807410118364,1195.981830335122,1218.8858807347904,977.2193082515084,1948.1768558470528,776.5204551396911,533.2809321457339,2416.4039889124983,447.2984696838985,2324.609728156601,872.6602186148132,1108.0130709158932,483.4872135985825,44.55079873477443,11.971924678519262,309.60396192973826,248.63794776457715,1770.726390803157,1129.180530933177,1453.65401487399,20.37480196728322,60.1353186655568,49.66611200581359,23.04100800049987,312.95519197666107,327.94351210845355,510.7609604052772,2904.3018121729315,708.1530858337834,1915.38411198522,646.3920690139502,4941.4063298095625,1942.0387083179955,749.0055030388048,1244.3760447153377,479.1734616323824,8878.51683289705,673.5386772983429,47.76814716026384,85710.670177371,1037.637404096143,974.3563838189068,33.012040750113314,155.09326350625835,113.5530190873296,1305.008888437089,41.61989787404189,138.54681176795137,1194.5053684956206,52.70607835378171,800.3000733599074,1239.9536394553431,559.9190455180475,22715.501980455985,1683.8461746560715,2355.0784547178087,988.4324020321072,749.4358450695563,426.4937406737139,100.7249035038664,3051.5115974435084,970.2573709983496,2602.691073433519,1421.8357043590845,1085.4915952819215,1663.534061741708,6746.338265215613,754.6226405572936,206.0864014542403,189.60897540688805,252.4625573163573,68.17255607809207,187.34064712657892,1002.331692662775,283.9496623974473,81.26923153158776,403.9780071527673,39.82988744473087,73.45818250974307,116.48056121787846,82.94712778961458,4289.269395864607,2649.9414784605115,977.0321658930392,759.8782379791918,142.47052843811144
2022-11-15,82.39298622201932,34.764549262803634,247.61276443681604,38.73747515601106,459.22222910220086,1284.3435061343782,224.56738004900308,74.6868089925578,258.05758062479737,806.8626710714736,2449.151611852058,4044.907087831421,2190.5871997697445,890.613436962737,71.41000367731324,577.9027695891682,4573.733399416878,70.07111743609303,2986.934453012253,629.8940343657858,485.1919251528745,854.817715627016,1702.416461405858,6448.427194993897,222.8894070689434,148.8935447133677,103.3368759376015,833.0242778022866,818.5556162297049,70.08125550647885,16047.624026872483,133.62943166352312,3959.2775458553074,189.9775768259436,55.78869510322719,1708.0834964587675,63.83852769311455,715.7900828913984,1090.6826945012413,187.91354615558816,1478.0470803186597,358.2178953232195,533.0089162126645,2164.467529760544,3264.958252653056,396.77131502544927,869.1672975493854,3392.689864864319,69.94999696313607,178.77258585157438,133.20910096356724,80.31656596270201,818.2648927533763,1704.4270023178683,240.6527546509606,1213.127563735348,1216.957275651252,980.7141252081168,1952.4878607977337,779.010620283865,527.8894044099701,2452.152788111616,448.0627747541423,2325.9938969820896,888.312540384457,1096.132446523918,478.5303924914033,44.818873658052986,11.800000193265513,308.5780266870223,248.9796672706996,1785.83246527395,1127.819092038026,1461.6554775772534,19.899111953047587,60.20702700381318,51.72791425957075,23.435708178399704,311.42568976376407,324.6042541086266,518.96985234796,2897.89822865052,710.3021455172031,1906.536499431414,636.1593280264369,4916.781255037797,1940.593140063698,742.4188844364215,1256.2390131585062,477.23611460410734,8880.579525547784,673.8753181182459,48.42442808582123,87035.80142260887,1067.7678224945043,974.588318079652,31.73143006050063,155.53348088587896,115.96089796927238,1313.9863237575205,41.67568970618064,141.45349389898828,1188.4011093776935,58.516373939814336,801.4275108348698,1249.4456608553955,567.2593302517655,22873.56055177465,1653.8306642612713,2377.640905735338,988.3592966493128,753.6221925440899,429.4183045353383,100.47719531921751,3051.2519537784283,970.9401993189776,2627.015585421017,1409.1975522147118,1089.1243634425211,1650.489136095332,6848.581544435312,751.423036366534,208.38134770084525,190.0149630670928,252.58641891887876,66.37098950410011,188.24510196893692,1010.8598024627072,285.49371344009813,81.85311150242269,423.3965149832539,39.28294373397996,71.92151037898788,117.70798998940568,82.86122005556362,4324.300782175948,2583.710693912242,970.5282317199864,753.387554356709,142.69781497195342
2022-11-16,79.06206524196645,33.83196337806045,244.61077881674825,39.34999847427844,446.872069767914,1260.2406268979903,219.98910530846345,72.60358834765677,256.242571427352,804.6113509204475,2438.42163980926,3948.883192031319,2107.0920052764804,872.411499910146,69.12715970483976,569.4144286603686,4446.110260337767,69.01100887490354,2992.887341499436,621.5381566748854,471.5659930875412,852.3606800305826,1681.2631140297888,6460.592540696786,219.0622248559117,149.0382434678973,104.41362189214082,820.123299461006,825.097787328361,70.2204846025345,15855.748459292545,132.71624155142226,3954.782879618429,188.37763095288884,55.45162900046326,1676.2362269333469,63.89168390794463,702.5020045354007,1092.1216347917225,189.94532079214977,1464.5139830891076,362.3771059621171,531.8614102852281,2140.935031707642,3231.9770352910405,393.12067025868,879.1197025837546,3386.147320992084,68.82345367457494,179.24106109020445,130.45445522374325,80.93324347897483,816.2674503452298,1697.036969887168,232.31006117224263,1287.6645804796074,1211.855768559551,982.732224183629,1949.3048981534464,785.1026840012287,522.6419705136562,2462.2893472863047,439.2960874154247,2343.573413045444,890.8456307253458,1105.9605146456124,472.9333288138879,44.314078831780414,11.621283100804687,307.2768489333824,242.98936350876653,1765.8901325397376,1120.5129942202975,1469.700983364178,20.12449727954303,60.005439278406925,53.57242823208173,25.038517003657788,310.16094565215474,321.29899783036973,510.06693501847263,2891.50876414348,697.1773211232712,1958.3178019917452,624.9963289132802,4838.229672704667,1945.7288120966969,729.42980518652,1252.7000030582913,473.27438448984,8861.63751963651,654.8625488426333,47.27670225562888,87208.62432616326,1031.1480377125104,975.9443530016704,31.238605375718585,153.7363679965398,116.52944490640488,1318.7247078153955,41.80929547430681,142.31614161303273,1182.3280447444138,61.59509727109505,802.179285774793,1246.210168274874,566.722587561213,22942.220269060857,1669.8156607264589,2346.3636518878184,990.1334053647212,751.1928946055443,424.379469429412,98.73265156521296,3069.671655611612,971.6235081868596,2617.041583891338,1389.7533273914196,1102.9957869376915,1653.9866014764434,6803.030409303785,748.2369985153292,204.25305926783852,190.42182002148508,247.745893697134,66.92550215679724,188.21358787980108,1001.9433560487744,286.7505391420488,84.12429764519362,432.3195325571575,39.00771095650442,71.71029732370913,118.94835294817771,82.77540129552497,4241.990150663949,2575.469128308967,944.4561380282936,747.0609058555101,140.59979922275528
2022-11-17,78.13951582844153,33.31629174807232,239.6499939483212,38.73747515608854,446.710976574534,1255.9266360136462,217.0683289043232,72.83954621933809,254.48280159295143,810.8718413517438,2423.3147933314403,4005.383298085416,2096.510599940142,874.8516105268128,67.38930039634938,567.0791016847885,4371.654607287348,67.57357077272661,2984.080811191864,608.3829347016792,467.5485230504342,854.3696826313404,1661.864502312222,6438.989747483425,215.2421958205203,149.22795583459978,106.49859570388476,819.0960345236065,829.2378037030132,70.08125550661903,15869.766604991331,132.2064048737226,3945.7432681343857,186.44801543467108,55.55664826637521,1683.3038333709264,62.96151565463237,693.8519288606777,1089.518188711723,187.76978642380712,1466.3611451653385,359.66117089255687,533.1790772636446,2125.0810551470213,3230.7734948311045,394.2758797312239,868.0786196634372,3330.1116911417457,67.94353493146967,183.5404950108232,132.08352579998265,80.70063783481244,810.400643099117,1681.9600833711345,228.388534595292,1286.6342928816434,1204.1367774604646,972.3377687648904,1927.0054935807016,778.601623703304,525.2150876148281,2464.0509489826923,433.0137352238841,2328.360352065376,896.2048038577622,1103.0312502385332,474.4025684324372,44.28189185492754,11.699999811797843,312.1385353549643,235.83272187804164,1745.6999515493112,1121.6069338358222,1456.866399378245,20.30010122449056,59.89007188183602,52.488227855564645,26.68784050706979,309.5734103789467,328.94700218928745,511.0687562138103,2897.4921572291123,697.15271914415,1944.5694584277796,625.616577047941,4730.100586961487,1969.1920338325715,725.2266236920177,1224.7770467336577,468.7775786211588,8721.368913436412,650.049987933702,47.966357534301736,87412.12922611722,1032.68554709846,971.4514772606144,30.756196982351504,152.09926016896594,116.65333395134664,1322.926144523053,42.0075798125365,142.9597094234889,1184.3110707271824,59.070541466055055,789.3203126706535,1244.5344134530662,566.562683227724,22909.248051828083,1662.3099368822357,2313.980515500994,985.7252210627588,766.5442506538443,416.5726502583212,98.19013979172684,3064.223218360601,965.1071169081893,2557.570801333732,1389.843013308307,1092.5041809864108,1657.2303273647194,6757.424806148148,751.3089601232411,201.4580788435489,189.52525150516627,245.84220213020168,65.30720197832049,185.3658493376581,999.1481807759552,285.10772711246096,82.5778302022565,421.7207702863072,38.36832428806139,75.88578035084944,117.69727558120024,84.42782731956066,4300.4843759294745,2529.7224126558026,952.9243776475264,731.378077324895,142.74696353181974
2022-11-18,77.1955879565936,33.08738579901208,242.76334992574635,38.59999847435339,446.5499414537405,1246.4981702538616,215.92432138534645,73.69091626354812,252.73511714254,797.4730152560293,2433.575541111288,4011.960063390556,2082.3778714304303,873.9353912266064,67.39472897832023,566.3561534148615,4366.602121404975,67.5188763522994,3004.9731998377733,609.0039239969028,462.7839703216201,856.1471964955239,1650.0944808821157,6375.121520179823,210.916273643287,148.85570463705844,103.49770049588987,818.0700563113278,821.2723514821076,70.36967386712901,15723.43205119159,131.69852676141696,3930.421333987185,184.53816561808844,55.88505460866017,1666.585625846331,61.83755831206111,709.1081876250099,1073.8092150003774,185.61916948837677,1480.9337902563634,356.9655911467207,530.3625892913252,2083.6223762630398,3229.5704025518403,392.2878953058284,865.003927495073,3277.1112569155057,67.27067284668287,181.30751792223327,130.0135589688712,80.7543904850891,809.6083830781108,1678.7160249180636,226.53809013347364,1268.9827097282753,1201.040643694583,980.9094853699248,1929.8426017721265,775.9675302373497,526.0562946721692,2447.638394615576,430.65551658178026,2349.106307384303,897.4275035506901,1111.1902587622533,467.6563864219925,45.781748337721154,11.721465999285982,310.8417990180039,230.74241981202684,1777.9059127766525,1105.3815587484878,1461.0812345335607,21.37602071849052,59.96214614943681,54.08397694334312,26.33113480183781,307.4117712597608,326.6638500032937,513.3886622566707,2890.0765225965274,697.1281180331829,1951.9923791739675,621.2520987954158,4692.403444751356,1965.9765734795285,711.0867449509528,1194.7236124893177,466.2721434527044,8583.320583324308,660.6551288632405,47.30946652107946,87616.10901309784,1012.9680359318888,967.553232557786,32.29975909515582,150.02752026942792,115.5916798550326,1326.9838138651266,43.41916364716641,143.13554258745137,1184.745288697991,61.06368819965365,784.5245315396777,1234.1440926727626,569.5101567024818,22837.88915838097,1645.5809256130412,2253.0820179454936,981.3366624887384,757.1962235474706,416.7582250246736,97.75968245440018,3058.784451677589,966.1590204117272,2539.350754794006,1377.9964458823297,1066.8537184662755,1636.2694373282295,6707.017715043195,746.7259730716465,203.23817532454572,188.3179913863456,243.9531386223985,66.87930309021478,186.07975986368464,996.360803353941,279.50691766961984,82.43538841617075,417.3848227914757,38.41391089924184,73.64714121189029,118.62900173322188,85.7635489818273,4292.618635567509,2484.8736242044624,976.9328563592552,758.2760943857764,141.83053931298608
2022-11-21,78.09172993982655,34.34625626358447,245.5185706793037,38.38713394943734,450.1005898304388,1244.7221829164669,216.6414538858736,72.64147187862051,251.59253479935543,798.2879030064305,2431.827702990924,3998.961385541247,2003.3000492643416,857.9069826088027,66.42659697949382,557.0549927970321,4390.084050526549,67.08341071297939,3007.1054694059567,611.7582228051278,458.205912395187,866.1667679627809,1633.1618655905647,6347.294153310892,206.0402222129389,147.93411276720306,102.13023378687468,809.4406740044968,834.1868433260947,71.77476514960333,15566.805454536525,134.23506532973613,3946.830567266216,182.81373741727015,56.714155760340944,1662.70781578607,61.92308963191719,708.3495171418155,1074.871216054476,185.43715457994128,1479.41271534512,357.72987521069325,532.1162720886989,2088.0388859854133,3211.663565062008,387.15588618669256,854.0500325588347,3268.914964359327,64.53131019768995,179.75953139617397,129.58768058499274,80.25305940470095,810.5455969503721,1654.1839603215954,224.66323857443157,1285.9979250840895,1212.7822268270888,974.9631349783429,1949.736450620744,768.5932618862834,527.3444825369634,2408.8356938843463,423.2808399649717,2364.1906925787616,899.0593209734686,1103.5202639127206,463.7367554723001,47.1354524584104,12.64999962129298,313.0286777437346,233.5804994231668,1789.4260257810506,1116.7679163777816,1439.245196587862,23.449178601425206,60.59630427192731,55.6284078811908,26.932144147197302,304.1643982595311,324.7196529120053,512.8062745257561,2898.315937796587,686.3887940949423,1938.139282649024,610.3578916183246,4573.566407249404,1955.0753178089776,710.4454548935574,1187.3134768209216,469.1376343796492,8595.77758853635,654.0760151368762,46.91318094497059,88552.43248874223,1009.8534548104057,959.9578474463874,33.46171694202913,148.85716250799604,115.85703295314072,1309.7429202073442,45.01604063885628,143.45086765308352,1164.4772951757045,59.62591785773865,785.9545289800949,1219.2115481173778,565.66412365835,22895.360906632435,1631.6329345496424,2226.655273923204,975.8109424222872,753.2529571167019,414.5545246281701,96.70592500888614,3006.297608077746,950.5649416139876,2549.002686102613,1375.3455501068042,1035.0728385427474,1629.1103519176086,6654.347814190006,741.3030767784015,201.8514330451483,186.00749210609948,240.69725698336492,65.53845714253943,185.69139279673212,1013.866577369748,279.67190557864666,83.05625308768639,407.2093137761439,38.13966751928975,73.19906069915851,118.30791475968124,85.98651502418136,4217.561258040707,2481.011629864809,1011.0020579083206,734.3360284424471,140.69371184584548
2022-11-22,78.72705943644493,34.157721798459974,242.66348231581256,38.28690780201275,453.6794704443956,1244.907016904764,215.97328440110348,71.91166347797557,248.23962888749136,805.3990591976606,2433.724110499543,4026.132118887873,1983.2218439105973,867.5939524828316,65.79247083847733,558.2174783043398,4436.729798371192,67.19247260177809,3013.0792290849963,614.5249782850196,454.64327751890073,866.958601970581,1639.0732198124629,6382.389523968562,208.5749432906656,152.18692393291133,103.59412289982754,820.3188580424422,831.3752708443058,73.6519370225139,15615.554790566574,132.88946245756165,3979.766509384163,181.105423241482,57.55555731549331,1714.5950564070567,62.00873925538802,706.3763454401723,1075.4650726631462,185.25531815213893,1477.893202737945,359.013235108284,528.3804924510252,2100.9596439614347,3247.499669886841,382.7844365452137,855.8714374730421,3262.4187711211603,64.06492155059307,179.044247678634,128.78888441063424,81.46981008323544,812.6484013478549,1669.7272156293918,227.20592149383944,1320.5635605582297,1219.8200686444093,981.1317631565348,1980.0031104436,766.880252719935,534.3695669637034,2413.7526852896485,422.84951647871793,2379.371939578061,900.6941055753126,1103.3211304538606,465.3165833307014,46.49190804706493,12.673208789494993,315.19890265844487,238.24054860672337,1813.804132265711,1145.2915783182816,1453.4249311379078,23.72888516561808,60.6115583299696,52.87487462008476,27.71950340875952,306.6907118320504,320.8068341653057,518.9414139729058,2913.4399476791746,697.1773211260602,1932.2686572128453,608.6092224604708,4558.463530593325,1971.1721849591293,709.8047431804226,1195.989241445093,466.1762068626616,8608.25267264657,643.9764459973434,46.8180216164416,88474.93793215803,1006.001544398888,952.422086832173,33.985975025007704,151.1130366777554,115.76292742068505,1325.853147933754,45.64457402062522,142.7750025006696,1169.8769211634867,56.03946044806487,790.3105372845486,1220.539252468555,566.1083247014606,22952.977283042143,1625.4047611512815,2266.499950925573,981.8227507018933,752.9011321205824,417.6432830122479,97.48169345749166,3032.710928989254,956.869446064905,2579.3343553401155,1403.004736015791,1028.8380693997526,1637.253758105956,6735.1670768244085,749.4557290409479,203.04171906891827,185.9033302145993,245.07151805654323,66.00175002267025,185.30383629068535,1014.8074646903314,279.6679216541898,81.75177920832107,409.3998676435882,38.23120670642657,73.69438279795011,116.19466788244934,86.21006072836883,4225.385152874955,2477.155637842592,1013.7298139157468,727.184033014692,139.5659964972677
2022-11-23,79.47768851795207,33.78225467290228,252.8980982725604,38.18694333811579,459.1401673373603,1245.7640383601931,216.09568774100617,75.57477612146556,246.9071808404352,801.392517266521,2433.955991553112,3900.482397208294,2030.601939738585,859.8755495054809,65.37364370364449,554.6960115401496,4575.221298709424,67.74366761743767,3012.4484869912667,621.3293458397598,453.0592957542023,871.1832069914759,1633.51110875797,6280.890898556156,209.7381384885447,153.9226850610624,103.19208528877596,824.1866853546716,827.821899596046,74.43067933765377,15816.894534730736,134.4672035900856,3980.455079000219,181.8799106585336,58.61149574058396,1673.5411038038424,65.22694180117904,712.9627093016945,1078.3261721120696,186.27774051941472,1485.198605988922,357.71228035221424,532.6960450391091,2106.872559057781,3245.0983099407463,383.4940706456927,863.6684572213647,3265.0095222021,61.972133990537216,179.60817567589942,131.49626720705237,81.28251649737204,819.3368950274255,1673.9958499776808,227.1945343518032,1317.125610640331,1220.9747946157838,981.9940798060528,1999.0249775432812,769.4594117903541,542.5006715061846,2392.1020513073754,426.0336036686783,2373.176514193878,905.043335159896,1109.587036377195,458.55426035490393,46.03609557254273,13.19999981217381,314.9264735699684,234.53143473889892,1885.8338765233004,1148.8521731040832,1452.965723846842,23.099190491082386,60.58344270131928,57.16073922784413,28.034347170752863,306.50964362198016,336.6643748616675,520.4057409034069,2914.020636311891,708.5321052402386,1944.27264489676,604.6636216311089,4549.771485378326,1968.24560590171,709.4841397862212,1204.3203127645152,470.1918335995685,8659.878859569591,642.650024555772,46.88037686235992,88554.50001946837,1006.3915291397818,950.7551881974674,34.36176887977063,152.16206363206354,116.99703982066605,1326.6928713855502,47.61675612155796,141.17897036796307,1167.284668225523,61.5555596195823,790.5083067205388,1218.9133303463134,573.6792229509421,22956.958989430183,1607.3751122740375,2256.305396376084,989.9158063020362,752.4713674700234,417.00359305740096,97.62058900436776,3029.003906916861,951.8870241357102,2577.134033770122,1406.9196010795488,1036.258563022333,1638.1037933947057,6722.517358045224,749.9887227915456,201.8186675507449,186.05535892777104,246.42106473101728,65.8159755805623,184.3948502063156,1012.2990470796884,278.4391934165078,82.17520105563653,409.1342816711439,38.32258988268729,75.13904536885877,116.3939953815718,86.00194551451952,4213.788589810524,2480.780052781225,1025.6602785461946,716.000000157697,138.98817710171548
