Date,Open,High,Low,Close,Volume
,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
2015-01-01,216.99575387185868,217.77155919353294,215.63810152231974,217.23533630371094,3544940
2015-01-02,216.85886215263676,221.17138787632138,216.85886215263676,220.25868225097656,5900384
2015-01-05,221.33110903455474,221.4566032697849,217.9312750879502,218.3990478515625,4796000
2015-01-06,217.68027916369562,218.2621261811353,213.92677470932165,214.99920654296875,8219680
2015-01-07,214.41736161491522,217.0756082661509,213.63015026516385,215.62669372558594,5746112
2015-01-08,217.73734145946173,221.0915375059701,216.35687695026266,220.156005859375,9525824
2015-01-09,221.99286086832,223.61290799841103,220.55533817547408,222.62034606933594,8985184
2015-01-12,221.19419711349497,222.33507905873316,220.07612723644888,220.65797424316406,4126412
2015-01-13,221.09154754379662,221.77607681184483,218.06820994325034,219.81375122070312,5828348
2015-01-14,219.0607519980102,222.3921358239376,218.9808958280074,219.93923950195312,3685232
2015-01-15,225.89462685989295,227.76567604954334,221.50223133761725,226.61338806152344,11398476
2015-01-16,228.67840960590985,231.5762529087491,227.84556010694365,228.4844512939453,7821308
2015-01-19,231.1997524637199,232.73994326473655,228.84953817493263,229.21461486816406,4239492
2015-01-20,230.45816122140855,234.33715997464017,228.6327500434172,232.95669555664062,8505804
2015-01-21,234.42847865477574,235.69484117722305,232.363470743433,232.7285614013672,6740612
2015-01-22,233.88082329179258,235.59214638904962,232.40908264279494,233.02516174316406,6470680
2015-01-23,235.02169841259436,239.12887372465912,233.74391610844282,237.94236755371094,9987912
2015-01-27,237.98798754531677,245.91711752345654,237.50882267130763,245.0728759765625,9962400
2015-01-28,244.14873904887924,249.4424201933735,240.72609317436223,241.490478515625,11364940
2015-01-29,245.28962157088327,251.13093163943998,242.0951520806578,249.8531494140625,20567616
2015-01-30,249.75048692927405,249.75048692927405,242.83673094624973,245.82583618164062,10570416
2015-02-02,243.8064728628299,249.39679442121957,240.12141859138288,246.7955780029297,5710352
2015-02-03,246.08825127562392,246.932492827494,240.79456985367992,242.80250549316406,10200688
2015-02-04,242.5515443261483,246.61309590878477,241.23952985778013,243.62396240234375,6197512
2015-02-05,245.28958665676797,249.35113700050852,244.22856101354074,245.63185119628906,8059148
2015-02-06,245.74598018173702,246.19091301557077,239.59663740868004,240.3838348388672,6903120
2015-02-09,238.90070148767109,239.98453943615863,236.04849636007233,237.32627868652344,5231896
2015-02-10,235.02172899706346,242.39183901869018,235.02172899706346,240.6006317138672,9275752
2015-02-11,241.41066172395708,242.9622725815685,240.26977957970396,241.50193786621094,4161588
2015-02-12,243.0306786699757,246.8640533408763,240.20128573226955,245.51780700683594,5525740
2015-02-13,246.70432412974546,246.8868763997483,242.68842487177508,243.1904296875,7714500
2015-02-16,245.47219231557895,247.57140414013358,242.4374349298543,243.58973693847656,7388716
2015-02-18,243.58972441320404,247.1036186535932,241.19387223826735,245.24400329589844,5381692
2015-02-19,245.06148378843469,247.54861242552997,242.73409536315603,246.38491821289062,4507004
2015-02-20,247.11507087369827,248.68949379346864,243.806512676405,244.8447265625,6206024
