Date,Open,High,Low,Close,Volume
,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS
2015-01-01,299.44392136888314,301.81288504365426,296.9345055733949,300.9046325683594,1336492
2015-01-02,300.015065683427,303.1799014608189,299.64052674077305,300.61431884765625,933372
2015-01-05,302.440166307217,302.440166307217,293.7695814975511,295.5580139160156,2012624
2015-01-06,294.7621288948405,294.8370412505578,285.1458467332083,287.66461181640625,3470408
2015-01-07,288.30140353999025,289.89319433576156,279.53718154396006,280.829345703125,3540560
2015-01-08,284.08777432403855,288.394971957165,279.9678461532219,287.3275451660156,3906036
2015-01-09,287.76768407155856,296.5693506426573,285.19272842575845,289.43438720703125,6164448
2015-01-12,291.2227848575412,295.6985303255482,288.52609957832,295.0524597167969,2661684
2015-01-13,295.0524309632458,298.6854404961581,292.76772964847993,296.5599365234375,2916072
2015-01-14,298.86334454763767,299.40643056956736,290.3238614932981,295.6610412597656,4133276
2015-01-15,298.6853838157012,303.08621565027494,290.7264326255147,298.3670349121094,3658976
2015-01-16,298.50756538023376,307.8897622044291,295.05245245319446,306.9346923828125,3185348
2015-01-19,308.9946545205724,323.9762135276305,307.08451489119045,307.9927673339844,3335832
2015-01-20,311.3355449413878,314.4723090783913,308.9384861881964,313.1427001953125,3099268
2015-01-21,311.09216958008386,316.8600809060833,307.3093337865737,315.9705505371094,7541032
2015-01-22,316.11087182843994,317.0565918153089,310.30551813964746,311.93475341796875,3769104
2015-01-23,311.4478835296996,312.53405571321616,305.492727477442,308.3673095703125,4683076
2015-01-27,308.78865448535845,308.78865448535845,301.0450659504979,302.6930236816406,4461772
2015-01-28,301.5038280304889,311.9441003365136,301.5038280304889,310.75494384765625,4173388
2015-01-29,310.49277142665517,311.37292876376335,301.29784531286816,308.7979736328125,4751440
2015-01-30,338.9577990308772,340.8304940531472,328.31153240128134,335.5401306152344,21415344
2015-02-02,337.08509327178905,355.81204289799956,336.71992689809633,354.1266174316406,10089756
2015-02-03,357.68473376884003,358.6210812394391,350.3812234981674,355.8588562011719,8442272
2015-02-04,357.3163853003793,359.1969978545918,354.5989093422207,357.3822021484375,4939900
2015-02-05,357.3163504414525,372.5210968675829,354.8621421149534,370.97900390625,8494896
2015-02-06,370.48061744211014,375.5582705745654,365.83551431472625,367.603271484375,4023848
2015-02-09,365.02674510717986,377.9089357510963,363.20256087020505,375.0504150390625,4670508
2015-02-10,373.3015948254335,373.8375648160854,362.01791941509293,363.5882263183594,5786408
2015-02-11,364.7824017999924,369.91648316900205,361.30326863343083,367.7913818359375,2142516
2015-02-12,366.719439592451,374.24188963537307,366.53137834137794,373.1887512207031,4365376
2015-02-13,374.2418289238077,376.8746860117139,371.7594299950301,374.7966003417969,3286008
2015-02-16,375.19152301185864,377.6269064780323,372.47402477638644,373.2732849121094,3024868
2015-02-18,374.53334697698193,383.64490427073474,373.7811020666472,382.356689453125,6327804
2015-02-19,381.7643493937817,386.40945323082065,379.88373683519166,385.1776428222656,4136952
2015-02-20,385.5255039247977,386.46581003193137,375.3889994985585,376.26348876953125,2668572
