Date,Open,High,Low,Close,Volume
,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
2015-01-01,294.3576498674838,294.9835927131261,292.27121107056894,294.0238342285156,2583280
2015-01-02,293.7734378445652,303.37116232706353,293.7734378445652,302.3696594238281,8272990
2015-01-05,304.87343411211407,306.62605736940117,301.7020032554291,302.99560546875,10316090
2015-01-06,299.94946341133334,300.36676812026985,288.9329552925555,290.1430969238281,13282427
2015-01-07,288.4321697280417,288.97465175129776,279.96115170037604,282.2979736328125,21254332
2015-01-08,287.9314149852532,290.8524635229332,284.7600116708308,289.9761657714844,12558144
2015-01-09,292.0625701953615,292.43813033214724,281.3381920379529,285.3024597167969,15701030
2015-01-12,286.0535727299258,290.1013012271431,282.6735035682234,289.2249755859375,8304115
2015-01-13,291.2696894758842,291.2696894758842,283.5497935787793,284.5095520019531,13100848
2015-01-14,283.1325262147822,285.2607096200544,277.9163728386153,281.1712646484375,13127934
2015-01-15,293.89871410741966,297.1118621651694,290.0596510388738,294.4829406738281,16662989
2015-01-16,294.482893135804,295.94341729141297,289.9761432903106,295.3174743652344,14726646
2015-01-19,296.69456949031616,301.9524402058649,295.0254068520238,301.11785888671875,10277015
2015-01-20,300.1997581364678,308.170037598456,300.1997581364678,306.91815185546875,11477610
2015-01-21,305.87496485347384,309.5888499930336,304.7482843751477,307.5024108886719,12457852
2015-01-22,307.8779385981736,310.71552573876505,304.28923121786517,308.6290588378906,9320935
2015-01-23,312.8854345521981,313.3862000707128,307.7110256260753,309.38018798828125,13525550
2015-01-27,312.55160538790506,321.1477995868511,311.04933691367796,320.0628356933594,13932787
2015-01-28,319.6038389724899,328.3252392172344,318.4771585434371,320.5218811035156,14787690
2015-01-29,317.22525955842065,320.3132295133364,313.42791381636573,317.3921813964844,22085259
2015-01-30,318.35192163321847,318.81094261289024,295.9850709814227,301.0343017578125,31372235
2015-02-02,300.70055675265183,301.0344004896937,292.10436068808633,293.6483459472656,37165959
2015-02-03,293.7734732320384,297.7794853275377,288.0148378488636,289.2667236328125,25975650
2015-02-04,288.8077071088053,289.8092101483816,283.9671137535899,287.6392822265625,15639435
2015-02-05,284.5095924077731,288.1817608378135,277.7077375218048,280.0863037109375,18771838
2015-02-06,280.42017590032805,283.7585009883181,273.4931149213967,274.87017822265625,17811770
2015-02-09,273.3261485712576,273.3261485712576,265.81489032954966,267.1085205078125,15330887
2015-02-10,265.8149191205413,279.5855513830596,264.0622957431683,276.2889709472656,31301276
2015-02-11,278.83443951719704,283.71674964591335,278.70926213517697,279.335205078125,13732188
2015-02-12,282.25626596792387,284.8851872217395,275.4126657804586,283.0491027832031,14372362
2015-02-13,287.09676549340185,288.68249479036,283.92536293232274,286.9715881347656,9926537
2015-02-16,289.5588720100688,289.5588720100688,280.7540096084545,282.1310729980469,11084024
2015-02-18,283.5081160977857,287.0968239456695,283.5081160977857,285.7615051269531,8830098
2015-02-19,283.8419114686716,286.97159768651534,277.29041182574514,282.5483093261719,10326464
2015-02-20,279.5855775652914,280.25326502218724,274.160785076567,276.2055358886719,17197010
2015-02-23,277.9164197588916,279.16830574578086,272.908931844187,274.5780944824219,12236793
2015-02-24,274.9953315678957,276.58106106085023,270.8224255726993,272.11602783203125,12177664
2015-02-25,273.40962613245506,276.24721337466985,268.11001178133404,269.15325927734375,18029910
2015-02-26,270.98932039883965,271.61526323981974,267.19194690455623,268.1517333984375,18356309
2015-02-27,270.9058976171122,281.2964605873685,269.5705508339693,279.7942199707031,17157486
2015-03-02,292.8137310302697,293.73177318539325,284.21750793541383,291.31146240234375,16237130
2015-03-03,290.4351791036943,291.68703700314626,287.18028692898514,290.9776611328125,16309976
2015-03-04,300.4502133272221,302.11937604269497,288.80776276297905,291.5618896484375,27007377
2015-03-05,289.0998209943104,292.0208693399215,283.84195078206443,290.22650146484375,12677758
2015-03-09,285.42766249536396,286.2205273082722,276.8731834761491,277.7494812011719,13711772
2015-03-10,277.6660864344411,281.92245429254166,275.70479636897204,278.45892333984375,15690129
2015-03-11,278.4171322875402,281.2129749711681,274.5780421415627,277.624267578125,11762499
2015-03-12,281.7138045412477,283.50814463760764,279.29349341199,282.25628662109375,12265104
2015-03-13,287.9314154291072,288.7659967245272,274.57808668596084,275.57958984375,14368069
2015-03-16,274.99535664047676,277.91640511165065,271.78220892547046,276.622802734375,12496540
2015-03-17,277.0818217615317,280.83745147971257,275.5378366083516,279.46038818359375,11214858
2015-03-18,277.9998325285315,280.8791641962427,276.288953728145,279.41864013671875,9603665
2015-03-19,283.34120429608413,284.9269339721651,274.035604641474,275.57958984375,15488184
2015-03-20,274.49459940380183,274.7866986266941,264.3126749574126,265.89837646484375,23389273
2015-03-23,268.77771113130365,269.06981035730195,260.7656865529336,261.89239501953125,11517028
2015-03-24,259.13827421316296,264.27096706419997,258.26194849967794,260.3066711425781,18209548
2015-03-25,260.3901107724678,266.2322070074426,259.63899051743874,264.4795837402344,15109255
2015-03-26,259.55553078597956,261.8089195777983,252.54503768507044,257.01007080078125,34971712
2015-03-27,261.22468036715327,263.89537362552716,257.2604129618977,262.518310546875,17383920
2015-03-30,263.97880559492023,266.6494988438899,261.51680665822187,265.9818115234375,14140124
2015-03-31,266.1487444070742,269.361891712728,261.8923776445172,263.3111572265625,14317689
2015-04-01,262.89385515179094,270.73892858423505,262.1009905109364,269.6957092285156,9190830
2015-04-06,271.61529052750063,271.61529052750063,266.524314391392,268.1100158691406,10512775
2015-04-07,269.52886745153614,269.94614411117817,262.8939332252441,264.89691162109375,9849292
2015-04-08,266.14878985433637,266.8164493001064,262.5183653525626,262.9773864746094,9158573
2015-04-09,265.39763795639084,268.6525018823352,264.4795958213267,267.56756591796875,13516230
2015-04-10,266.649543904987,268.4438838408784,264.7299985671424,265.6480407714844,9053218
2015-04-13,266.9833272624716,266.9833272624716,263.72846348520534,264.4795837402344,8810668
2015-04-15,265.689702355253,268.9863103187659,261.26641410540094,262.89385986328125,11297754
2015-04-16,263.64499063447084,263.72845154974374,258.8461420965906,260.8074035644531,9682703
2015-04-17,262.1009902250553,262.85211040166746,257.2603975076168,258.80438232421875,11639567
2015-04-20,261.1412184115712,265.0637409144904,257.30212879829895,259.6806945800781,11663690
2015-04-21,259.55553626029604,264.2292077649489,258.67923861241104,259.43035888671875,9953639
2015-04-22,261.433366163164,262.8938902661021,253.21270352756514,261.1829833984375,12256206
2015-04-23,262.2679290407431,263.64499212590556,258.51229989789823,260.2649230957031,10352840
2015-04-24,260.7657455852202,260.8492065281741,256.3007392275495,257.260498046875,13482295
2015-04-27,259.30516811988997,260.7656641242629,247.62097595354166,252.29464721679688,24819034
2015-04-28,255.04879162367766,274.2442155312595,255.04879162367766,272.78369140625,37447522
2015-04-29,273.57654968017874,279.41864604173685,271.3231608498452,275.5378112792969,24501414
2015-04-30,276.24725913040834,278.41718738575605,271.40666503117,276.3724365234375,20787994
2015-05-04,277.7077338323845,281.1712639237283,272.2411977119162,274.82843017578125,11308400
2015-05-05,274.8284223398637,276.16374097692653,272.99233820158685,274.1190185546875,10109107
