Date,Denoised_Close
2024-10-17,1918.9434814453123
2024-10-18,1832.6539306640623
2024-10-21,1805.913879394531
2024-10-22,1805.913879394531
2024-10-23,1821.7093505859375
2024-10-24,1821.7093505859375
2024-10-25,1817.1511230468748
2024-10-28,1817.1511230468748
2024-10-29,1795.4379882812498
2024-10-30,1795.4379882812498
2024-10-31,1734.6433715820312
2024-11-01,1734.6433715820312
2024-11-04,1734.5200805664058
2024-11-05,1734.5200805664058
2024-11-06,1788.214660644531
2024-11-07,1788.214660644531
2024-11-08,1819.425415039062
2024-11-11,1819.425415039062
2024-11-12,1842.673400878906
2024-11-13,1842.673400878906
2024-11-14,1838.679565429687
2024-11-18,1786.316284179687
2024-11-19,1804.0172729492185
2024-11-21,1804.0172729492185
2024-11-22,1869.668518066406
2024-11-25,1869.668518066406
2024-11-26,1897.6251831054685
2024-11-27,1897.6251831054685
2024-11-28,1831.4808349609373
2024-11-29,1831.4808349609373
2024-12-02,1859.7826538085935
2024-12-03,1859.7826538085935
2024-12-04,1863.0368652343743
2024-12-05,1908.0041503906245
2024-12-06,1896.3432617187498
2024-12-09,1896.3432617187498
2024-12-10,1934.1365356445308
2024-12-11,1934.1365356445308
2024-12-12,1965.692443847656
2024-12-13,1965.692443847656
2024-12-16,1950.8759765624998
2024-12-17,1950.8759765624998
2024-12-18,1935.4431152343748
2024-12-19,1935.4431152343748
2024-12-20,1896.5404663085938
2024-12-23,1896.5404663085938
2024-12-24,1881.7485961914058
2024-12-26,1881.7485961914058
2024-12-27,1884.854858398437
2024-12-30,1884.854858398437
2024-12-31,1855.1478271484375
2025-01-01,1855.1478271484375
2025-01-02,1921.2675781249995
2025-01-03,1921.2675781249995
2025-01-06,1907.5111083984373
2025-01-07,1907.5111083984373
2025-01-08,1898.512756347656
2025-01-09,1898.512756347656
2025-01-10,1937.3166503906248
2025-01-13,1937.3166503906248
2025-01-14,1917.8654785156248
2025-01-15,1917.8654785156248
2025-01-16,1901.6928710937495
2025-01-17,1790.2607421875
2025-01-20,1781.9281005859373
2025-01-21,1781.9281005859373
2025-01-22,1835.129455566406
2025-01-23,1835.129455566406
2025-01-24,1849.4283447265627
2025-01-27,1796.7199707031248
2025-01-28,1804.3624267578123
2025-01-29,1855.1478271484375
2025-01-30,1843.9306640624998
2025-01-31,1843.9306640624998
2025-02-01,1831.5548706054685
2025-02-03,1831.5548706054685
2025-02-04,1871.5915527343748
2025-02-05,1871.5915527343748
2025-02-06,1883.1538085937498
2025-02-07,1883.1538085937498
2025-02-10,1851.918334960937
2025-02-11,1851.918334960937
2025-02-12,1827.4871215820308
2025-02-13,1827.4871215820308
2025-02-14,1823.6904907226558
2025-02-17,1823.6904907226558
2025-02-18,1805.9649047851558
2025-02-19,1805.9649047851558
2025-02-20,1794.8216552734373
2025-02-21,1794.8216552734373
2025-02-24,1741.3983154296873
2025-02-25,1741.3983154296873
2025-02-27,1739.8205566406245
2025-02-28,1664.283325195312
2025-03-03,1674.8842163085935
2025-03-04,1674.8842163085935
2025-03-05,1689.8979492187495
2025-03-06,1689.8979492187495
2025-03-07,1670.2247314453123
2025-03-10,1670.2247314453123
2025-03-11,1638.5454101562498
2025-03-12,1568.7770996093748
2025-03-13,1562.9589843749998
2025-03-17,1562.9589843749998
2025-03-18,1566.262573242187
2025-03-19,1566.262573242187
2025-03-20,1581.794067382812
2025-03-21,1581.794067382812
2025-03-24,1588.2530517578123
2025-03-25,1588.2530517578123
2025-03-26,1579.2794189453123
2025-03-27,1579.2794189453123
2025-03-28,1527.088684082031
2025-04-01,1527.088684082031
2025-04-02,1528.6418457031245
2025-04-03,1475.736206054687
2025-04-04,1431.5085449218745
2025-04-07,1377.3702392578123
2025-04-08,1396.599670410156
2025-04-09,1396.599670410156
2025-04-11,1398.0541992187498
2025-04-15,1398.0541992187498
2025-04-16,1396.648986816406
2025-04-17,1396.648986816406
2025-04-21,1416.963195800781
2025-04-22,1416.963195800781
2025-04-23,1452.7102050781248
2025-04-24,1452.7102050781248
2025-04-25,1460.5991821289062
2025-04-28,1460.5991821289062
2025-04-29,1478.0043334960935
2025-04-30,1478.0043334960935
2025-05-02,1486.830139160156
2025-05-05,1486.830139160156
2025-05-06,1488.9503173828125
2025-05-07,1488.9503173828125
2025-05-08,1488.555908203125
2025-05-09,1488.555908203125
2025-05-12,1604.3270263671873
2025-05-13,1546.8358154296873
2025-05-14,1580.462707519531
2025-05-15,1580.462707519531
2025-05-16,1552.999145507812
2025-05-19,1552.999145507812
2025-05-20,1542.8419799804685
2025-05-21,1542.8419799804685
2025-05-22,1534.5585937499995
2025-05-23,1534.5585937499995
2025-05-26,1553.4428710937498
2025-05-27,1553.4428710937498
2025-05-28,1556.7957153320312
2025-05-29,1556.7957153320312
2025-05-30,1558.2499999999995
2025-06-02,1558.2499999999995
2025-06-03,1547.0999755859373
2025-06-04,1547.0999755859373
2025-06-05,1559.0500488281245
2025-06-06,1559.0500488281245
2025-06-09,1584.450012207031
2025-06-10,1584.450012207031
2025-06-11,1619.8499755859373
2025-06-12,1619.8499755859373
2025-06-13,1612.9000244140625
2025-06-16,1612.9000244140625
2025-06-17,1636.4000244140623
2025-06-18,1636.4000244140623
2025-06-19,1620.6500244140625
2025-06-20,1620.6500244140625
2025-06-23,1582.7999877929685
2025-06-24,1582.7999877929685
2025-06-25,1615.4500122070308
2025-06-26,1615.4500122070308
2025-06-27,1604.9000244140623
2025-06-30,1604.9000244140623
2025-07-01,1608.6500244140623
2025-07-02,1608.6500244140623
2025-07-03,1629.6999511718748
2025-07-04,1629.6999511718748
2025-07-07,1632.8499755859373
2025-07-08,1632.8499755859373
2025-07-09,1624.7499999999995
2025-07-10,1624.7499999999995
2025-07-11,1582.6000366210935
2025-07-14,1582.6000366210935
2025-07-15,1596.7499999999998
2025-07-16,1596.7499999999998
2025-07-17,1584.7999877929685
2025-07-18,1584.7999877929685
2025-07-21,1577.6000366210938
2025-07-22,1577.6000366210938
2025-07-23,1563.4999999999995
2025-07-24,1563.4999999999995
2025-07-25,1515.8499755859373
2025-07-28,1515.8499755859373
2025-07-29,1516.349975585937
2025-07-30,1516.349975585937
2025-07-31,1489.2999877929685
2025-08-01,1489.2999877929685
2025-08-04,1470.400024414062
2025-08-05,1470.400024414062
2025-08-06,1436.7999877929685
2025-08-07,1436.7999877929685
2025-08-08,1425.6499633789062
2025-08-11,1425.6499633789062
2025-08-12,1425.3499755859373
2025-08-13,1425.3499755859373
2025-08-14,1441.7499999999998
2025-08-18,1441.7499999999998
2025-08-19,1440.0
2025-08-20,1496.1999511718748
2025-08-21,1491.9500122070312
2025-08-22,1491.9500122070312
2025-08-25,1530.849975585937
2025-08-26,1530.849975585937
2025-08-28,1484.8499755859373
2025-08-29,1484.8499755859373
2025-09-01,1499.0499877929685
2025-09-02,1499.0499877929685
2025-09-03,1471.0499877929685
2025-09-04,1471.0499877929685
2025-09-05,1438.7499999999998
2025-09-08,1438.7499999999998
2025-09-09,1518.450012207031
2025-09-10,1518.450012207031
2025-09-11,1517.649963378906
2025-09-12,1517.649963378906
2025-09-15,1509.8500366210935
2025-09-16,1509.8500366210935
2025-09-17,1531.5
2025-09-18,1531.5
2025-09-19,1519.849975585937
2025-09-22,1519.849975585937
2025-09-23,1496.0499877929683
2025-09-24,1496.0499877929683
2025-09-25,1466.8500366210935
2025-09-26,1466.8500366210935
2025-09-29,1441.8000488281248
2025-09-30,1441.8000488281248
2025-10-01,1446.200012207031
2025-10-03,1446.200012207031
2025-10-06,1467.25
2025-10-07,1467.25
2025-10-08,1502.1500244140623
2025-10-09,1502.1500244140623
2025-10-10,1504.0499877929683
2025-10-13,1504.0499877929683
2025-10-14,1482.1500244140623
2025-10-15,1482.1500244140623
2025-10-16,1456.2999877929688
2025-10-17,1456.2999877929688
