Date,Denoised_Close
2024-10-17,268.89404296874994
2024-10-18,268.89404296874994
2024-10-21,260.56401062011713
2024-10-22,260.56401062011713
2024-10-23,257.01777648925776
2024-10-24,257.01777648925776
2024-10-25,251.0439376831054
2024-10-28,251.0439376831054
2024-10-29,250.6869506835937
2024-10-30,250.6869506835937
2024-10-31,256.04199218749994
2024-11-01,256.04199218749994
2024-11-04,253.5667648315429
2024-11-05,253.5667648315429
2024-11-06,254.3045806884765
2024-11-07,254.3045806884765
2024-11-08,247.25972747802732
2024-11-11,247.25972747802732
2024-11-12,242.14270019531247
2024-11-13,242.14270019531247
2024-11-14,238.6916809082031
2024-11-18,238.6916809082031
2024-11-19,239.034797668457
2024-11-21,239.034797668457
2024-11-22,239.54687499999994
2024-11-25,251.54370117187494
2024-11-26,248.00806427001953
2024-11-27,248.00806427001953
2024-11-28,248.1787414550781
2024-11-29,248.1787414550781
2024-12-02,253.5431976318359
2024-12-03,253.5431976318359
2024-12-04,254.56729888916016
2024-12-05,254.56729888916016
2024-12-06,253.07989501953122
2024-12-09,253.07989501953122
2024-12-10,250.4220581054687
2024-12-11,250.4220581054687
2024-12-12,247.8861389160156
2024-12-13,247.8861389160156
2024-12-16,243.4482727050781
2024-12-17,243.4482727050781
2024-12-18,237.01094818115232
2024-12-19,237.01094818115232
2024-12-20,233.08515167236322
2024-12-23,233.08515167236322
2024-12-24,233.69473266601557
2024-12-26,233.69473266601557
2024-12-27,228.988655090332
2024-12-30,228.988655090332
2024-12-31,232.23171997070307
2025-01-01,232.23171997070307
2025-01-02,240.00529479980466
2025-01-03,252.50932312011713
2025-01-06,248.0909576416015
2025-01-07,256.9959106445312
2025-01-08,264.64270019531244
2025-01-09,256.6935729980469
2025-01-10,252.9823532104492
2025-01-13,252.9823532104492
2025-01-14,252.8848190307617
2025-01-15,252.8848190307617
2025-01-16,258.3468170166015
2025-01-17,258.3468170166015
2025-01-20,260.985122680664
2025-01-21,260.985122680664
2025-01-22,257.05444335937494
2025-01-23,257.05444335937494
2025-01-24,247.3935852050781
2025-01-27,247.3935852050781
2025-01-28,243.87741851806638
2025-01-29,243.87741851806638
2025-01-30,253.2651977539062
2025-01-31,253.2651977539062
2025-02-01,251.2023315429687
2025-02-03,242.8630676269531
2025-02-04,251.51931762695307
2025-02-05,251.51931762695307
2025-02-06,248.71772003173825
2025-02-07,248.71772003173825
2025-02-10,239.44147491455075
2025-02-11,239.44147491455075
2025-02-12,234.94013214111328
2025-02-13,234.94013214111328
2025-02-14,230.86157226562494
2025-02-17,230.86157226562494
2025-02-18,236.2084808349609
2025-02-19,236.2084808349609
2025-02-20,239.64043426513666
2025-02-21,239.64043426513666
2025-02-24,232.45321655273435
2025-02-25,232.45321655273435
2025-02-27,226.93223571777338
2025-02-28,226.93223571777338
2025-03-03,224.76362609863278
2025-03-04,224.76362609863278
2025-03-05,229.56340026855463
2025-03-06,229.56340026855463
2025-03-07,231.67231750488278
2025-03-10,222.02304077148438
2025-03-11,224.38063812255857
2025-03-12,224.38063812255857
2025-03-13,226.3950500488281
2025-03-17,226.3950500488281
2025-03-18,229.94639587402344
2025-03-19,229.94639587402344
2025-03-20,237.75534057617185
2025-03-21,237.75534057617185
2025-03-24,241.76924896240232
2025-03-25,241.76924896240232
2025-03-26,239.68520355224604
2025-03-27,239.68520355224604
2025-03-28,245.93236541748044
2025-04-01,245.93236541748044
2025-04-02,245.68367004394526
2025-04-03,245.68367004394526
2025-04-04,221.7594146728515
2025-04-07,221.7594146728515
2025-04-08,223.12723541259763
2025-04-09,223.12723541259763
