Date,Denoised_Close
2025-04-15,93.01000213623045
2025-04-16,93.01000213623045
2025-04-17,92.58000183105467
2025-04-21,92.58000183105467
2025-04-22,92.94499969482422
2025-04-23,92.94499969482422
2025-04-24,94.65000152587889
2025-04-25,94.65000152587889
2025-04-28,93.91500091552732
2025-04-29,93.91500091552732
2025-04-30,91.56999969482419
2025-05-02,91.56999969482419
2025-05-05,92.21500015258789
2025-05-06,92.21500015258789
2025-05-07,92.68499755859374
2025-05-08,92.68499755859374
2025-05-09,92.23500061035153
2025-05-12,92.23500061035153
2025-05-13,93.62000274658203
2025-05-14,93.62000274658203
2025-05-15,91.88499832153319
2025-05-16,91.88499832153319
2025-05-19,92.65999984741208
2025-05-20,92.65999984741208
2025-05-21,94.3549995422363
2025-05-22,94.3549995422363
2025-05-23,94.28499984741208
2025-05-26,94.28499984741208
2025-05-27,94.47000122070312
2025-05-28,94.47000122070312
2025-05-29,94.48999786376952
2025-05-30,94.48999786376952
2025-06-02,95.89000320434567
2025-06-03,95.89000320434567
2025-06-04,99.4099998474121
2025-06-05,99.4099998474121
2025-06-06,102.70000076293944
2025-06-09,102.70000076293944
2025-06-10,103.32500076293942
2025-06-11,103.32500076293942
2025-06-12,102.8849983215332
2025-06-13,102.8849983215332
2025-06-16,103.88000106811522
2025-06-17,103.88000106811522
2025-06-18,105.18000030517577
2025-06-19,105.18000030517577
2025-06-20,103.5349998474121
2025-06-23,103.5349998474121
2025-06-24,102.2949981689453
2025-06-25,102.2949981689453
2025-06-26,102.79500198364256
2025-06-27,102.79500198364256
2025-06-30,102.9449996948242
2025-07-01,102.9449996948242
2025-07-02,103.2849998474121
2025-07-03,103.2849998474121
2025-07-04,103.8450012207031
2025-07-07,103.8450012207031
2025-07-08,103.8399963378906
2025-07-09,103.8399963378906
2025-07-10,105.20000076293944
2025-07-11,105.20000076293944
2025-07-14,109.12499999999997
2025-07-15,109.12499999999997
2025-07-16,107.46500015258789
2025-07-17,107.46500015258789
2025-07-18,109.2400016784668
2025-07-21,109.2400016784668
2025-07-22,111.10499954223631
2025-07-23,111.10499954223631
2025-07-24,110.79500198364256
2025-07-25,110.79500198364256
2025-07-28,109.28499984741208
2025-07-29,109.28499984741208
2025-07-30,108.38999938964842
2025-07-31,108.38999938964842
2025-08-01,106.89999771118163
2025-08-04,106.89999771118163
2025-08-05,108.92000198364258
2025-08-06,108.92000198364258
2025-08-07,110.77500152587889
2025-08-08,110.77500152587889
2025-08-11,109.38999938964842
2025-08-12,109.38999938964842
2025-08-13,111.04000091552733
2025-08-14,111.04000091552733
2025-08-18,109.73500061035153
2025-08-19,109.73500061035153
2025-08-20,108.05500030517577
2025-08-21,108.05500030517577
2025-08-22,110.99000167846677
2025-08-25,110.99000167846677
2025-08-26,111.91000366210936
2025-08-27,111.91000366210936
2025-08-28,113.18000030517577
2025-08-29,113.18000030517577
2025-09-01,118.24999999999999
2025-09-02,118.24999999999999
2025-09-03,118.99499893188475
2025-09-04,118.99499893188475
2025-09-05,119.6300010681152
2025-09-08,119.6300010681152
2025-09-09,119.76499938964841
2025-09-10,119.76499938964841
2025-09-11,119.3000030517578
2025-09-12,123.66000366210936
2025-09-15,123.85000228881836
2025-09-16,123.85000228881836
2025-09-17,122.40000152587889
2025-09-18,122.40000152587889
2025-09-19,123.65000152587889
2025-09-22,128.22000122070312
2025-09-23,129.86500549316403
2025-09-24,129.86500549316403
2025-09-25,132.6899948120117
2025-09-26,132.6899948120117
2025-09-29,137.56500244140622
2025-09-30,137.56500244140622
2025-10-01,139.86999511718747
2025-10-02,139.86999511718747
2025-10-03,139.7599945068359
2025-10-06,143.66999816894528
2025-10-07,143.82000732421872
2025-10-08,150.92999267578122
2025-10-09,155.04000091552732
2025-10-10,155.04000091552732
2025-10-13,164.3399963378906
2025-10-14,172.55000305175776
