Date,Close
2022-01-03,2010.602294921875
2022-01-04,2034.7837420897165
2022-01-05,1973.5990871901301
2022-01-06,1957.9915815902584
2022-01-07,2000.8554516705176
2022-01-10,2048.619461077628
2022-01-11,2031.4951996114653
2022-01-12,2085.6380376507104
2022-01-13,2139.0393655766547
2022-01-14,2161.779866269951
2022-01-17,2159.2993158237196
2022-01-18,2109.853931878883
2022-01-19,2074.6164601824357
2022-01-20,2086.0355138240907
2022-01-21,2079.883457619938
2022-01-24,1989.1280922183228
2022-01-25,1961.3538208863547
2022-01-27,1859.5456978379714
2022-01-28,1851.688792703427
2022-01-31,1855.0855323614312
2022-02-01,1946.7854144896555
2022-02-02,1941.7179541819442
2022-02-03,1937.9268627871431
2022-02-04,1971.4788419543308
2022-02-07,2164.717818305003
2022-02-08,2179.631532541922
2022-02-09,2248.19939768699
2022-02-10,2233.4945268265205
2022-02-11,2259.3511329219104
2022-02-14,2091.0292754806296
2022-02-15,2186.721372203286
2022-02-16,2165.168772411062
2022-02-17,2153.405509678813
2022-02-18,2114.2632542158017
2022-02-21,2081.7872547079446
2022-02-22,2063.4662020577184
2022-02-23,2034.722585843223
2022-02-24,1829.8649718728852
2022-02-25,1915.3020727003923
2022-02-28,1870.3220774926936
2022-03-02,1802.737823308924
2022-03-03,1728.2538648975979
2022-03-04,1720.7279755370491
2022-03-07,1616.7151651749762
2022-03-08,1596.5480838186359
2022-03-09,1705.278432031667
2022-03-10,1787.358890377652
2022-03-11,1819.187876396376
2022-03-14,1835.2351271518962
2022-03-15,1831.9734998659458
2022-03-16,1897.1501354265624
2022-03-17,1893.8568165396273
2022-03-21,1812.948687993275
2022-03-22,1832.004679897877
2022-03-23,1830.8573996054479
2022-03-24,1862.9393035496983
2022-03-25,1938.1124039037031
2022-03-28,1960.1157674310507
2022-03-29,1961.2302303625336
2022-03-30,1988.1762006818
2022-03-31,2010.7163296136096
2022-04-01,1997.4635117684384
2022-04-04,2011.0810889626052
2022-04-05,1985.039423056616
2022-04-06,1975.8481560820192
2022-04-07,1980.407931261985
2022-04-08,1997.7445042435206
2022-04-11,1987.385234533341
2022-04-12,1931.0341077422568
2022-04-13,1897.9726156652466
2022-04-18,1881.7255602530904
2022-04-19,1869.6506358384624
2022-04-20,1894.1735302204086
