Date,Close
2022-01-03,115.81183624267578
2022-01-04,115.69181794935461
2022-01-05,116.31400636372977
2022-01-06,116.93954089565969
2022-01-07,119.61241553844363
2022-01-10,121.51527633169613
2022-01-11,122.00247684054834
2022-01-12,120.49663785636398
2022-01-13,120.62151111021822
2022-01-14,124.58408059190347
2022-01-17,122.50616790201573
2022-01-18,121.59842551763437
2022-01-19,122.5776408050656
2022-01-20,124.81371886730753
2022-01-21,122.7581171112773
2022-01-24,118.19963387478455
2022-01-25,117.88204550760055
2022-01-27,121.41775544906916
2022-01-28,120.15401230855409
2022-01-31,120.85272519633165
2022-02-01,121.57095486539832
2022-02-02,123.9174615120412
2022-02-03,123.09763191551357
2022-02-04,121.30939182205907
2022-02-07,120.68139325044012
2022-02-08,120.97013356271336
2022-02-09,120.70085438776711
2022-02-10,127.10323793844061
2022-02-11,123.53258033214956
2022-02-14,122.26514718310644
2022-02-15,122.54129227285097
2022-02-16,123.93042650740382
2022-02-17,127.03233249187376
2022-02-18,126.54371344018732
2022-02-21,125.60462400837642
2022-02-22,124.67250362257313
2022-02-23,118.11580449721791
2022-02-24,116.95924420869503
2022-02-25,121.44539181808351
2022-02-28,132.2091240817762
2022-03-02,135.31512172753278
2022-03-03,147.34567517518178
2022-03-04,153.461245752614
2022-03-07,147.1634755974384
2022-03-08,145.37091202458902
2022-03-09,145.56696327183627
2022-03-10,147.69374283235297
2022-03-11,141.75387058827982
2022-03-14,136.0450826502618
2022-03-15,134.8562131780937
2022-03-16,134.72914014065168
2022-03-17,137.70647468463494
2022-03-21,138.6423411454141
2022-03-22,143.01407478166226
2022-03-23,146.26441754214272
2022-03-24,146.17666385883498
2022-03-25,150.0703920658262
2022-03-28,149.18488701117974
2022-03-29,146.54385386534543
2022-03-30,142.67295176694174
2022-03-31,144.94128442158353
2022-04-01,145.21036476442046
2022-04-04,145.47688351986864
2022-04-05,146.57652204420933
2022-04-06,144.38439378845192
2022-04-07,148.806814594766
2022-04-08,150.3760205387938
2022-04-11,153.21588617320253
2022-04-12,153.55135564476166
2022-04-13,145.5794954649208
2022-04-18,151.806609762512
2022-04-19,154.2825097213202
2022-04-20,160.16683218583552
2022-04-21,161.42624407731464
2022-04-22,150.65344550167012
2022-04-25,147.0386162947071
2022-04-26,144.19494504456924
2022-04-27,146.3027374802437
2022-04-28,140.76371122607637
2022-04-29,142.68235646368782
2022-05-02,142.60211690589233
2022-05-04,146.19779928365224
2022-05-05,147.26555014923346
2022-05-06,146.23910689048262
2022-05-09,136.00493880625677
2022-05-10,132.7070274107503
2022-05-11,130.65685733181152
2022-05-12,130.3677792548048
2022-05-13,132.5509774318426
2022-05-16,133.99759720598038
2022-05-17,134.862542693045
2022-05-18,144.81590188500687
2022-05-19,148.4620909931079
2022-05-20,145.135400085964
2022-05-23,143.72365732300614
2022-05-24,142.3256466862393
2022-05-25,144.1866320255462
2022-05-26,143.0313829206075
2022-05-27,147.0911185270321
2022-05-30,146.11978210554975
2022-05-31,148.65728782125305
2022-06-01,153.02966733748792
2022-06-02,152.2617280672703
2022-06-03,153.77374065948038
2022-06-06,155.74519645588393
2022-06-07,154.20684409210617
2022-06-08,154.90524969725274
2022-06-09,155.14419801138666
2022-06-10,149.48217407412557
2022-06-13,149.13924114854555
2022-06-14,147.62547389948702
2022-06-15,148.36112257543832
2022-06-16,150.47521422187233
2022-06-17,142.59474505349542
2022-06-20,148.8570466750448
2022-06-21,144.28444397733068
2022-06-22,142.36503631313033
2022-06-23,138.31404792306677
