Date,Close
2022-01-03,27.208782196044922
2022-01-04,26.71179438075725
2022-01-05,26.35434346773213
2022-01-06,26.756868614872804
2022-01-07,26.57634845676192
2022-01-10,27.95011730501967
2022-01-11,27.81177163086409
2022-01-12,27.931046834030905
2022-01-13,27.5751636700897
2022-01-14,27.541187922336032
2022-01-17,27.59345891721845
2022-01-18,27.301900543140643
2022-01-19,27.214841753149113
2022-01-20,27.13694432583274
2022-01-21,26.73944633660828
2022-01-24,25.8456824130299
2022-01-25,26.381646673451783
2022-01-27,26.28413307097007
2022-01-28,26.451204155728412
2022-01-31,26.925375579920086
2022-02-01,27.008394145067843
2022-02-02,27.24170589270987
2022-02-03,27.64192783388283
2022-02-04,27.50176883112895
2022-02-07,27.51010011559257
2022-02-08,27.17436013300131
2022-02-09,27.483874539534124
2022-02-10,27.889353725499323
2022-02-11,27.05489624080292
2022-02-14,26.164801815578993
2022-02-15,26.43302236482818
2022-02-16,26.71143284834962
2022-02-17,26.79415010403673
2022-02-18,26.675420974874832
2022-02-21,26.499119960894813
2022-02-22,26.076387184898564
2022-02-23,26.133611533186276
2022-02-24,25.001088698774947
2022-02-25,25.74243749142284
2022-02-28,26.178873233376546
2022-03-02,26.53549747730636
2022-03-03,26.52120661666364
2022-03-04,26.147642445717903
2022-03-07,25.622920136176713
2022-03-08,26.41327988754023
2022-03-09,26.379268535133665
2022-03-10,26.476214640825855
2022-03-11,26.26379392816133
2022-03-14,25.84514692582349
2022-03-15,25.537664909922032
2022-03-16,25.364142946253015
2022-03-17,25.172058802200514
2022-03-21,25.181864887335063
2022-03-22,25.170241750488728
2022-03-23,25.13530265796999
2022-03-24,24.941331616008483
2022-03-25,24.95316857978653
2022-03-28,24.903574021770897
2022-03-29,24.922563100425524
2022-03-30,24.956158555081586
2022-03-31,25.125132076001197
2022-04-01,25.548255186521892
2022-04-04,25.630262512331928
2022-04-05,26.280367650001285
2022-04-06,26.364532188812383
2022-04-07,26.6509562859923
2022-04-08,26.456955706023198
2022-04-11,26.491025208900638
2022-04-12,26.07603000871438
2022-04-13,26.062791396228192
2022-04-18,26.480875266309454
2022-04-19,26.771510499047295
2022-04-20,26.901750202224157
2022-04-21,26.91506742642035
2022-04-22,26.968374360381357
2022-04-25,26.503893005055357
2022-04-26,26.420456021053514
2022-04-27,26.138025043583802
2022-04-28,26.191326764806696
2022-04-29,26.087952184817702
2022-05-02,26.144543764586462
2022-05-04,25.695109450198185
2022-05-05,25.566194538025808
2022-05-06,25.96515854008756
2022-05-09,25.59173874879254
2022-05-10,25.23829142445184
2022-05-11,24.813806803865
2022-05-12,24.897241981804154
2022-05-13,25.026785352893537
2022-05-16,25.008925864472797
2022-05-17,25.522258537361708
2022-05-18,25.967012536138643
2022-05-19,25.181013130114746
2022-05-20,25.511500140841378
2022-05-23,25.319153581226207
2022-05-24,25.374746650147422
2022-05-25,24.726081939812012
2022-05-26,24.923157727758745
2022-05-27,24.773623291909505
2022-05-30,25.08941029391461
2022-05-31,25.217243370448003
2022-06-01,25.22972671004672
2022-06-02,25.788059368244497
2022-06-03,25.409780392430488
2022-06-06,25.65152595679577
2022-06-07,26.073052395072278
2022-06-08,26.536013401624867
