Date,Close
2022-01-03,675.6488647460938
2022-01-04,681.0722314075291
2022-01-05,684.1519165052662
2022-01-06,693.718062442503
2022-01-07,688.7455444363359
2022-01-10,688.3961146298329
2022-01-11,687.5238037150511
2022-01-12,713.05319220268
2022-01-13,713.9997282361438
2022-01-14,703.6785875327752
2022-01-17,710.8776138739081
2022-01-18,697.5753921728686
2022-01-19,687.7681274496487
2022-01-20,698.6007529001296
2022-01-21,679.5094604587299
2022-01-24,673.6995621512199
2022-01-25,694.534968054967
2022-01-27,690.6421022397238
2022-01-28,699.5942382938208
2022-01-31,712.1742506065048
2022-02-01,706.6799926898857
2022-02-02,708.0240826407988
2022-02-03,705.3117675936143
2022-02-04,703.2880552428478
2022-02-07,690.5047607587475
2022-02-08,692.2533833859146
2022-02-09,701.8525397496888
2022-02-10,707.0475689479193
2022-02-11,697.7548141543385
2022-02-14,673.5042350282041
2022-02-15,694.2423212527841
2022-02-16,704.8503673952832
2022-02-17,700.3194362652538
2022-02-18,695.8176309438423
2022-02-21,692.6812945386941
2022-02-22,682.8299316925114
2022-02-23,687.2662622446692
2022-02-24,655.1456799553068
2022-02-25,671.8993495155299
2022-02-28,670.3793058285125
2022-03-02,658.9849243427876
2022-03-03,656.268673758769
2022-03-04,638.9001465112501
2022-03-07,659.5400220876652
2022-03-08,667.3546821018521
2022-03-09,675.2619353008225
2022-03-10,680.7779479257147
2022-03-11,678.5332836297692
2022-03-14,683.3635126706824
2022-03-15,686.5895673695298
2022-03-16,695.8801880230619
2022-03-17,705.9245751640406
2022-03-21,692.1663208367647
2022-03-22,702.360327612993
2022-03-23,688.9898682012622
2022-03-24,689.7632216437664
2022-03-25,693.2901611716269
2022-03-28,715.8361922435535
2022-03-29,736.5866637533776
2022-03-30,731.8999126931994
2022-03-31,736.5866637548509
2022-04-01,740.6885969516734
2022-04-04,749.1240480052933
2022-04-05,748.598400587968
2022-04-06,756.783254230432
2022-04-07,744.4970186683483
2022-04-08,743.5627227717605
2022-04-11,740.2492176275666
2022-04-12,724.8590088383119
2022-04-13,723.2577695296997
2022-04-18,712.9840698740991
2022-04-19,706.5105565755332
2022-04-20,721.3660439736121
2022-04-21,718.4727731391198
2022-04-22,720.7806894212086
2022-04-25,721.9882346468986
2022-04-26,737.9038486053045
2022-04-27,734.8295147804636
2022-04-28,729.1714822126427
2022-04-29,721.6465493787388
2022-05-02,723.317388305562
2022-05-04,705.4362878453522
2022-05-05,701.4622831097646
2022-05-06,693.5717043594208
2022-05-09,695.3916016209035
2022-05-10,702.7509209178342
2022-05-11,705.2674837576473
2022-05-12,688.8355549974098
2022-05-13,674.2806397077865
2022-05-16,676.9220025175038
2022-05-17,689.8517660954986
2022-05-18,679.8026965816754
2022-05-19,658.9849243770608
2022-05-20,671.7464738268353
2022-05-23,669.1673700084673
2022-05-24,662.2742970636464
2022-05-25,671.4602879416087
2022-05-26,677.3615038166
2022-05-27,668.9050903976026
2022-05-30,682.6346046037578
2022-05-31,683.168414831604
2022-06-01,678.3380175165103
2022-06-02,679.0217624422467
2022-06-03,670.3793058714238
2022-06-06,667.4878540733455
2022-06-07,669.2075260256539
2022-06-08,648.2828369828197
2022-06-09,660.4676887983333
2022-06-10,657.9973611952573
2022-06-13,655.5362732848567
2022-06-14,665.4599011013315
2022-06-15,666.082657805574
2022-06-16,639.3888550521287
2022-06-17,628.5355750365959
2022-06-20,626.38995368475
2022-06-21,638.9354184710338
2022-06-22,628.2957764401287
2022-06-23,644.6969895457704
2022-06-24,656.0039673625985
2022-06-27,667.8892051016297
2022-06-28,665.7286988103808
2022-06-29,671.6488407706927
2022-06-30,668.2893077313931
2022-07-01,657.6357807921916
2022-07-04,665.3135472396798
2022-07-05,668.3774924455281
2022-07-06,677.0704790622825
2022-07-07,670.6722660949392
2022-07-08,678.2412491013973
2022-07-11,645.0386748245738
2022-07-12,646.8732641513585
2022-07-13,628.3890949441999
2022-07-14,627.1230469578426
2022-07-15,636.4941647307367
2022-07-18,646.9219472275962
2022-07-19,657.0987683965482
2022-07-20,655.4664307532427
2022-07-21,662.4207162126228
2022-07-22,662.4451392774317
2022-07-25,662.4695632427048
2022-07-26,667.4599285212449
2022-07-27,659.0517957949702
2022-07-28,651.7524414988394
2022-07-29,662.030061951655
2022-08-01,680.569872026842
2022-08-02,673.6532154949275
2022-08-03,679.2958256326782
2022-08-04,681.0097243852907
2022-08-05,689.5859285255852
2022-08-08,690.8673109166753
2022-08-10,700.9541269193705
2022-08-11,696.2129809478566
2022-08-12,695.5150272729292
2022-08-16,690.622161037284
2022-08-17,708.5001861280207
2022-08-18,719.1651081761827
2022-08-19,717.6633276565598
2022-08-22,713.6722872359383
2022-08-23,722.8573668274939
2022-08-24,724.608838161764
2022-08-25,726.1894459888177
2022-08-26,716.8600894626438
2022-08-29,707.4158326341208
2022-08-30,712.6913827988017
2022-09-01,720.3583226944144
2022-09-02,720.930675195375
2022-09-05,726.8536988510951
2022-09-06,746.6781209048174
2022-09-07,739.3212281515056
2022-09-08,755.0645032307868
2022-09-09,751.7398682918011
2022-09-12,754.4269305910088
2022-09-13,768.5749771665985
2022-09-14,768.3551638352293
2022-09-15,769.4079512606135
2022-09-16,764.7259698598667
2022-09-19,768.4287721078248
2022-09-20,776.9866960450066
2022-09-21,765.9254762104815
2022-09-22,769.0907964339978
2022-09-23,755.9327933144383
2022-09-26,740.5968182911536
2022-09-27,745.3976299456705
2022-09-28,746.8743018050535
2022-09-29,750.6600343177544
2022-09-30,784.5883548226814
2022-10-03,788.6519166505
2022-10-04,793.2198870310403
2022-10-06,774.1717530751527
2022-10-07,777.9184485542287
2022-10-10,776.5131209659668
2022-10-11,765.3635425134053
2022-10-12,760.0489197823175
2022-10-13,754.1817807254439
2022-10-14,751.9362184075395
2022-10-17,751.3372493205829
2022-10-18,767.4970035441694
2022-10-19,768.4041938301059
2022-10-20,777.0521687226242
2022-10-21,782.1852151803009
